delivery_id,delivery_status,delivery_time,rider_id
956,Pending,12 minutes,44
957,Cancelled,10 minutes,150
958,Completed,20 minutes,365
959,Pending,22 minutes,263
960,Cancelled,32 minutes,443
961,Pending,15 minutes,213
962,Cancelled,44 minutes,426
963,Pending,17 minutes,42
964,Cancelled,39 minutes,166
965,Completed,28 minutes,124
966,Cancelled,37 minutes,345
967,Cancelled,28 minutes,17
968,Completed,10 minutes,327
969,Pending,14 minutes,446
970,Cancelled,30 minutes,163
971,Cancelled,51 minutes,148
972,Completed,60 minutes,363
973,Completed,54 minutes,265
974,Completed,26 minutes,306
975,Completed,60 minutes,199
976,Pending,27 minutes,299
977,Completed,26 minutes,487
978,Pending,44 minutes,251
979,Pending,55 minutes,63
980,Pending,33 minutes,87
981,Cancelled,13 minutes,119
982,Cancelled,40 minutes,197
983,Completed,25 minutes,42
984,Pending,16 minutes,423
985,Completed,18 minutes,492
986,Pending,10 minutes,458
987,Pending,43 minutes,212
988,Completed,43 minutes,127
989,Pending,28 minutes,138
990,Pending,37 minutes,242
991,Cancelled,13 minutes,85
992,Cancelled,43 minutes,183
993,Completed,25 minutes,78
994,Completed,29 minutes,404
995,Completed,21 minutes,283
996,Pending,44 minutes,14
997,Completed,24 minutes,443
998,Cancelled,36 minutes,474
999,Cancelled,20 minutes,125
1000,Cancelled,18 minutes,452
1001,Cancelled,53 minutes,87
1002,Cancelled,25 minutes,269
1003,Pending,60 minutes,363
1004,Cancelled,11 minutes,370
1005,Pending,60 minutes,464
1006,Completed,13 minutes,211
1007,Completed,34 minutes,259
1008,Pending,23 minutes,198
1009,Cancelled,43 minutes,253
1010,Completed,18 minutes,439
1011,Completed,44 minutes,6
1012,Completed,10 minutes,493
1013,Cancelled,25 minutes,382
1014,Pending,38 minutes,346
1015,Pending,36 minutes,499
1016,Pending,52 minutes,203
1017,Pending,56 minutes,40
1018,Completed,47 minutes,125
1019,Cancelled,23 minutes,440
1020,Completed,58 minutes,438
1021,Completed,42 minutes,415
1022,Completed,54 minutes,229
1023,Completed,38 minutes,364
1024,Cancelled,18 minutes,308
1025,Cancelled,42 minutes,149
1026,Completed,48 minutes,76
1027,Pending,52 minutes,184
1028,Pending,29 minutes,257
1029,Cancelled,54 minutes,130
1030,Completed,11 minutes,246
1031,Cancelled,22 minutes,312
1032,Pending,31 minutes,243
1033,Pending,38 minutes,72
1034,Pending,28 minutes,481
1035,Cancelled,31 minutes,179
1036,Cancelled,48 minutes,195
1037,Pending,47 minutes,206
1038,Cancelled,42 minutes,153
1039,Cancelled,58 minutes,290
1040,Completed,22 minutes,221
1041,Completed,26 minutes,264
1042,Completed,42 minutes,72
1043,Cancelled,43 minutes,388
1044,Cancelled,59 minutes,467
1045,Cancelled,51 minutes,244
1046,Pending,26 minutes,222
1047,Pending,39 minutes,465
1048,Cancelled,43 minutes,27
1049,Cancelled,22 minutes,496
1050,Pending,39 minutes,354
1051,Completed,11 minutes,104
1052,Cancelled,16 minutes,439
1053,Pending,60 minutes,483
1054,Completed,23 minutes,482
1055,Completed,49 minutes,89
1056,Cancelled,33 minutes,313
1057,Pending,10 minutes,346
1058,Cancelled,11 minutes,11
1059,Cancelled,20 minutes,426
1060,Pending,25 minutes,202
1061,Pending,57 minutes,186
1062,Pending,15 minutes,299
1063,Pending,60 minutes,60
1064,Cancelled,11 minutes,394
1065,Completed,10 minutes,305
1066,Cancelled,27 minutes,181
1067,Cancelled,23 minutes,446
1068,Pending,22 minutes,164
1069,Completed,60 minutes,92
1070,Pending,52 minutes,78
1071,Cancelled,47 minutes,259
1072,Pending,47 minutes,322
1073,Completed,10 minutes,28
1074,Pending,48 minutes,17
1075,Cancelled,51 minutes,332
1076,Completed,42 minutes,44
1077,Pending,29 minutes,170
1078,Cancelled,50 minutes,475
1079,Cancelled,22 minutes,366
1080,Completed,31 minutes,498
1081,Completed,30 minutes,337
1082,Cancelled,27 minutes,249
1083,Pending,48 minutes,468
1084,Pending,27 minutes,459
1085,Cancelled,14 minutes,235
1086,Completed,16 minutes,263
1087,Pending,45 minutes,366
1088,Pending,48 minutes,230
1089,Pending,52 minutes,82
1090,Cancelled,36 minutes,393
1091,Completed,53 minutes,337
1092,Completed,47 minutes,396
1093,Completed,21 minutes,383
1094,Pending,28 minutes,352
1095,Cancelled,16 minutes,351
1096,Pending,26 minutes,142
1097,Completed,50 minutes,183
1098,Cancelled,44 minutes,411
1099,Completed,10 minutes,21
1100,Cancelled,10 minutes,499
1101,Completed,17 minutes,209
1102,Pending,60 minutes,247
1103,Completed,30 minutes,324
1104,Completed,15 minutes,360
1105,Pending,51 minutes,297
1106,Cancelled,24 minutes,25
1107,Completed,36 minutes,469
1108,Completed,13 minutes,307
1109,Pending,18 minutes,287
1110,Cancelled,55 minutes,153
1111,Pending,35 minutes,457
1112,Cancelled,13 minutes,381
1113,Pending,44 minutes,75
1114,Cancelled,18 minutes,330
1115,Completed,47 minutes,490
1116,Completed,15 minutes,296
1117,Pending,28 minutes,138
1118,Pending,23 minutes,207
1119,Cancelled,10 minutes,443
1120,Cancelled,13 minutes,269
1121,Completed,10 minutes,328
1122,Pending,19 minutes,396
1123,Completed,58 minutes,260
1124,Completed,17 minutes,489
1125,Pending,10 minutes,380
1126,Pending,19 minutes,170
1127,Cancelled,58 minutes,33
1128,Completed,33 minutes,107
1129,Pending,38 minutes,170
1130,Cancelled,41 minutes,241
1131,Cancelled,43 minutes,44
1132,Completed,30 minutes,225
1133,Pending,59 minutes,207
1134,Cancelled,40 minutes,283
1135,Pending,43 minutes,38
1136,Completed,19 minutes,330
1137,Pending,42 minutes,161
1138,Completed,14 minutes,74
1139,Completed,12 minutes,197
1140,Cancelled,46 minutes,60
1141,Cancelled,14 minutes,269
1142,Pending,46 minutes,155
1143,Pending,52 minutes,446
1144,Cancelled,40 minutes,206
1145,Cancelled,30 minutes,381
1146,Cancelled,49 minutes,239
1147,Cancelled,32 minutes,119
1148,Cancelled,12 minutes,372
1149,Pending,60 minutes,188
1150,Pending,60 minutes,263
1151,Completed,25 minutes,295
1152,Completed,40 minutes,57
1153,Pending,37 minutes,393
1154,Cancelled,25 minutes,280
1155,Completed,43 minutes,260
1156,Completed,12 minutes,292
1157,Pending,12 minutes,483
1158,Pending,21 minutes,175
1159,Pending,41 minutes,248
1160,Pending,10 minutes,416
1161,Cancelled,59 minutes,121
1162,Cancelled,51 minutes,245
1163,Cancelled,56 minutes,455
1164,Pending,53 minutes,412
1165,Cancelled,20 minutes,473
1166,Completed,58 minutes,379
1167,Pending,43 minutes,338
1168,Completed,34 minutes,357
1169,Pending,53 minutes,450
1170,Cancelled,40 minutes,110
1171,Completed,55 minutes,233
1172,Cancelled,48 minutes,423
1173,Cancelled,21 minutes,314
1174,Pending,30 minutes,297
1175,Pending,37 minutes,291
1176,Cancelled,19 minutes,263
1177,Pending,35 minutes,122
1178,Pending,34 minutes,152
1179,Completed,23 minutes,131
1180,Completed,44 minutes,301
1181,Pending,39 minutes,122
1182,Cancelled,31 minutes,320
1183,Cancelled,19 minutes,165
1184,Completed,19 minutes,433
1185,Pending,45 minutes,89
1186,Cancelled,55 minutes,364
1187,Cancelled,17 minutes,458
1188,Pending,40 minutes,105
1189,Cancelled,21 minutes,308
1190,Pending,48 minutes,128
1191,Cancelled,15 minutes,277
1192,Pending,23 minutes,151
1193,Pending,27 minutes,263
1194,Completed,32 minutes,433
1195,Pending,30 minutes,375
1196,Completed,12 minutes,99
1197,Completed,48 minutes,426
1198,Completed,45 minutes,235
1199,Completed,26 minutes,257
1200,Pending,54 minutes,250
1201,Pending,30 minutes,435
1202,Cancelled,57 minutes,479
1203,Cancelled,54 minutes,198
1204,Completed,17 minutes,457
1205,Completed,31 minutes,82
1206,Pending,49 minutes,369
1207,Cancelled,38 minutes,159
1208,Cancelled,36 minutes,437
1209,Pending,33 minutes,113
1210,Cancelled,15 minutes,372
1211,Completed,60 minutes,322
1212,Completed,42 minutes,9
1213,Cancelled,47 minutes,263
1214,Pending,56 minutes,419
1215,Cancelled,16 minutes,462
1216,Cancelled,25 minutes,11
1217,Completed,60 minutes,49
1218,Cancelled,29 minutes,47
1219,Cancelled,35 minutes,364
1220,Completed,59 minutes,457
1221,Cancelled,49 minutes,272
1222,Completed,27 minutes,152
1223,Completed,21 minutes,303
1224,Completed,18 minutes,67
1225,Completed,26 minutes,254
1226,Pending,19 minutes,377
1227,Cancelled,27 minutes,105
1228,Completed,18 minutes,460
1229,Cancelled,36 minutes,499
1230,Completed,22 minutes,446
1231,Cancelled,11 minutes,180
1232,Cancelled,52 minutes,246
1233,Cancelled,18 minutes,387
1234,Cancelled,27 minutes,42
1235,Cancelled,54 minutes,317
1236,Cancelled,27 minutes,406
1237,Cancelled,57 minutes,113
1238,Completed,19 minutes,422
1239,Completed,57 minutes,296
1240,Cancelled,10 minutes,215
1241,Completed,19 minutes,249
1242,Cancelled,12 minutes,258
1243,Pending,24 minutes,343
1244,Completed,39 minutes,163
1245,Cancelled,38 minutes,119
1246,Cancelled,50 minutes,376
1247,Pending,53 minutes,363
1248,Completed,16 minutes,180
1249,Pending,27 minutes,181
1250,Cancelled,47 minutes,497
1251,Pending,23 minutes,147
1252,Cancelled,35 minutes,34
1253,Completed,34 minutes,59
1254,Cancelled,51 minutes,49
1255,Cancelled,18 minutes,367
1256,Pending,19 minutes,217
1257,Pending,56 minutes,275
1258,Completed,58 minutes,406
1259,Completed,57 minutes,36
1260,Pending,38 minutes,499
1261,Pending,34 minutes,263
1262,Completed,32 minutes,427
1263,Pending,57 minutes,370
1264,Pending,45 minutes,65
1265,Cancelled,55 minutes,278
1266,Cancelled,19 minutes,336
1267,Completed,29 minutes,316
1268,Pending,43 minutes,390
1269,Cancelled,36 minutes,108
1270,Pending,23 minutes,201
1271,Completed,16 minutes,275
1272,Pending,17 minutes,260
1273,Cancelled,39 minutes,384
1274,Cancelled,20 minutes,17
1275,Completed,24 minutes,124
1276,Completed,48 minutes,194
1277,Pending,14 minutes,455
1278,Cancelled,23 minutes,270
1279,Completed,23 minutes,252
1280,Completed,22 minutes,474
1281,Completed,42 minutes,67
1282,Cancelled,22 minutes,282
1283,Cancelled,43 minutes,328
1284,Cancelled,37 minutes,308
1285,Pending,51 minutes,468
1286,Pending,53 minutes,410
1287,Pending,50 minutes,323
1288,Cancelled,60 minutes,15
1289,Pending,32 minutes,394
1290,Completed,54 minutes,330
1291,Completed,22 minutes,226
1292,Completed,43 minutes,350
1293,Completed,10 minutes,74
1294,Completed,39 minutes,242
1295,Completed,48 minutes,142
1296,Cancelled,28 minutes,201
1297,Pending,57 minutes,369
1298,Cancelled,55 minutes,153
1299,Cancelled,15 minutes,315
1300,Completed,41 minutes,190
1301,Cancelled,49 minutes,335
1302,Completed,24 minutes,441
1303,Completed,36 minutes,472
1304,Completed,11 minutes,249
1305,Pending,19 minutes,265
1306,Cancelled,33 minutes,379
1307,Cancelled,19 minutes,60
1308,Cancelled,30 minutes,164
1309,Cancelled,56 minutes,39
1310,Pending,22 minutes,103
1311,Pending,43 minutes,358
1312,Pending,51 minutes,372
1313,Cancelled,34 minutes,203
1314,Completed,19 minutes,226
1315,Completed,28 minutes,323
1316,Cancelled,19 minutes,270
1317,Completed,48 minutes,251
1318,Pending,19 minutes,300
1319,Completed,46 minutes,220
1320,Pending,57 minutes,109
1321,Completed,20 minutes,72
1322,Pending,44 minutes,217
1323,Completed,12 minutes,154
1324,Pending,46 minutes,44
1325,Cancelled,33 minutes,332
1326,Completed,16 minutes,254
1327,Completed,43 minutes,22
1328,Completed,55 minutes,350
1329,Cancelled,15 minutes,239
1330,Pending,57 minutes,300
1331,Pending,54 minutes,288
1332,Pending,20 minutes,122
1333,Cancelled,17 minutes,348
1334,Cancelled,56 minutes,400
1335,Cancelled,20 minutes,489
1336,Pending,51 minutes,478
1337,Cancelled,25 minutes,7
1338,Completed,19 minutes,362
1339,Cancelled,53 minutes,393
1340,Completed,50 minutes,498
1341,Completed,58 minutes,416
1342,Cancelled,49 minutes,91
1343,Completed,16 minutes,144
1344,Completed,27 minutes,319
1345,Pending,46 minutes,400
1346,Pending,47 minutes,215
1347,Completed,55 minutes,39
1348,Completed,38 minutes,31
1349,Pending,31 minutes,131
1350,Cancelled,36 minutes,200
1351,Completed,28 minutes,335
1352,Completed,23 minutes,398
1353,Completed,47 minutes,370
1354,Completed,25 minutes,447
1355,Cancelled,23 minutes,232
1356,Pending,10 minutes,392
1357,Pending,36 minutes,297
1358,Cancelled,45 minutes,67
1359,Cancelled,31 minutes,367
1360,Cancelled,51 minutes,274
1361,Pending,22 minutes,153
1362,Completed,38 minutes,333
1363,Cancelled,27 minutes,122
1364,Cancelled,26 minutes,463
1365,Pending,15 minutes,189
1366,Completed,38 minutes,14
1367,Pending,51 minutes,230
1368,Completed,50 minutes,398
1369,Pending,42 minutes,319
1370,Pending,39 minutes,313
1371,Cancelled,57 minutes,265
1372,Completed,20 minutes,429
1373,Completed,27 minutes,55
1374,Pending,55 minutes,132
1375,Completed,41 minutes,451
1376,Pending,26 minutes,264
1377,Pending,18 minutes,312
1378,Pending,27 minutes,487
1379,Completed,54 minutes,8
1380,Completed,31 minutes,134
1381,Cancelled,55 minutes,441
1382,Completed,52 minutes,16
1383,Pending,29 minutes,166
1384,Cancelled,56 minutes,472
1385,Completed,31 minutes,211
1386,Completed,51 minutes,64
1387,Completed,32 minutes,390
1388,Cancelled,40 minutes,227
1389,Completed,53 minutes,429
1390,Pending,37 minutes,435
1391,Pending,36 minutes,187
1392,Cancelled,16 minutes,45
1393,Cancelled,38 minutes,68
1394,Completed,10 minutes,487
1395,Cancelled,54 minutes,198
1396,Cancelled,40 minutes,122
1397,Pending,50 minutes,370
1398,Completed,36 minutes,30
1399,Cancelled,28 minutes,308
1400,Completed,29 minutes,143
1401,Cancelled,17 minutes,286
1402,Cancelled,53 minutes,173
1403,Completed,19 minutes,1
1404,Completed,31 minutes,386
1405,Pending,38 minutes,434
1406,Completed,25 minutes,192
1407,Cancelled,46 minutes,237
1408,Pending,44 minutes,88
1409,Pending,35 minutes,8
1410,Completed,10 minutes,55
1411,Pending,56 minutes,107
1412,Pending,44 minutes,59
1413,Cancelled,59 minutes,155
1414,Completed,16 minutes,279
1415,Cancelled,28 minutes,380
1416,Completed,25 minutes,472
1417,Completed,53 minutes,85
1418,Pending,20 minutes,85
1419,Pending,26 minutes,463
1420,Cancelled,20 minutes,226
1421,Cancelled,46 minutes,14
1422,Cancelled,34 minutes,9
1423,Completed,16 minutes,159
1424,Completed,50 minutes,394
1425,Pending,23 minutes,132
1426,Cancelled,34 minutes,118
1427,Pending,51 minutes,305
1428,Cancelled,45 minutes,429
1429,Pending,21 minutes,218
1430,Cancelled,10 minutes,302
1431,Pending,48 minutes,120
1432,Pending,32 minutes,263
1433,Pending,40 minutes,322
1434,Cancelled,39 minutes,451
1435,Cancelled,55 minutes,463
1436,Pending,32 minutes,140
1437,Completed,21 minutes,451
1438,Completed,39 minutes,166
1439,Cancelled,11 minutes,191
1440,Pending,49 minutes,404
1441,Cancelled,28 minutes,346
1442,Completed,11 minutes,53
1443,Pending,56 minutes,265
1444,Completed,22 minutes,418
1445,Pending,54 minutes,309
1446,Pending,45 minutes,69
1447,Completed,41 minutes,212
1448,Pending,60 minutes,489
1449,Pending,33 minutes,7
1450,Completed,46 minutes,105
1451,Completed,41 minutes,68
1452,Cancelled,15 minutes,369
1453,Cancelled,54 minutes,344
1454,Cancelled,35 minutes,315
1455,Pending,23 minutes,41
1456,Pending,11 minutes,279
1457,Pending,55 minutes,381
1458,Pending,57 minutes,469
1459,Completed,22 minutes,316
1460,Pending,58 minutes,444
1461,Pending,38 minutes,361
1462,Cancelled,54 minutes,146
1463,Completed,12 minutes,45
1464,Pending,34 minutes,330
1465,Pending,34 minutes,401
1466,Cancelled,54 minutes,390
1467,Cancelled,59 minutes,119
1468,Pending,41 minutes,498
1469,Pending,45 minutes,1
1470,Cancelled,37 minutes,326
1471,Pending,53 minutes,249
1472,Completed,35 minutes,346
1473,Pending,35 minutes,366
1474,Cancelled,56 minutes,308
1475,Pending,40 minutes,281
1476,Pending,29 minutes,215
1477,Cancelled,51 minutes,396
1478,Completed,32 minutes,20
1479,Pending,38 minutes,491
1480,Pending,29 minutes,34
1481,Cancelled,24 minutes,170
1482,Completed,34 minutes,13
1483,Cancelled,31 minutes,80
1484,Completed,41 minutes,450
1485,Completed,59 minutes,51
1486,Completed,48 minutes,17
1487,Completed,51 minutes,92
1488,Completed,51 minutes,267
1489,Cancelled,37 minutes,346
1490,Pending,21 minutes,149
1491,Pending,38 minutes,160
1492,Cancelled,12 minutes,82
1493,Pending,20 minutes,459
1494,Completed,52 minutes,60
1495,Pending,56 minutes,145
1496,Cancelled,29 minutes,155
1497,Pending,12 minutes,301
1498,Pending,31 minutes,390
1499,Pending,14 minutes,31
1500,Cancelled,55 minutes,425
1501,Pending,24 minutes,477
1502,Pending,50 minutes,159
1503,Cancelled,23 minutes,194
1504,Completed,37 minutes,21
1505,Completed,60 minutes,474
1506,Completed,33 minutes,4
1507,Pending,29 minutes,30
1508,Completed,12 minutes,320
1509,Completed,19 minutes,448
1510,Cancelled,20 minutes,241
1511,Cancelled,15 minutes,300
1512,Completed,11 minutes,486
1513,Cancelled,45 minutes,70
1514,Completed,14 minutes,364
1515,Completed,48 minutes,398
1516,Cancelled,17 minutes,104
1517,Completed,41 minutes,222
1518,Completed,17 minutes,243
1519,Cancelled,38 minutes,257
1520,Cancelled,20 minutes,277
1521,Completed,18 minutes,438
1522,Pending,56 minutes,436
1523,Pending,42 minutes,67
1524,Completed,50 minutes,260
1525,Completed,56 minutes,451
1526,Cancelled,25 minutes,49
1527,Cancelled,60 minutes,194
1528,Pending,43 minutes,469
1529,Pending,45 minutes,358
1530,Cancelled,44 minutes,201
1531,Pending,25 minutes,290
1532,Cancelled,15 minutes,79
1533,Cancelled,35 minutes,436
1534,Pending,57 minutes,146
1535,Pending,42 minutes,192
1536,Completed,10 minutes,1
1537,Completed,26 minutes,380
1538,Cancelled,54 minutes,108
1539,Cancelled,18 minutes,96
1540,Completed,41 minutes,377
1541,Pending,52 minutes,65
1542,Pending,26 minutes,419
1543,Completed,12 minutes,89
1544,Cancelled,32 minutes,417
1545,Cancelled,30 minutes,103
1546,Cancelled,16 minutes,257
1547,Pending,19 minutes,324
1548,Pending,30 minutes,98
1549,Cancelled,17 minutes,317
1550,Cancelled,54 minutes,125
1551,Pending,35 minutes,394
1552,Completed,27 minutes,397
1553,Pending,45 minutes,183
1554,Completed,50 minutes,170
1555,Completed,35 minutes,18
1556,Pending,44 minutes,139
1557,Completed,26 minutes,24
1558,Cancelled,27 minutes,371
1559,Completed,31 minutes,333
1560,Pending,10 minutes,397
1561,Cancelled,27 minutes,117
1562,Cancelled,59 minutes,363
1563,Completed,26 minutes,190
1564,Cancelled,50 minutes,59
1565,Completed,41 minutes,103
1566,Cancelled,49 minutes,304
1567,Completed,36 minutes,147
1568,Cancelled,53 minutes,22
1569,Pending,10 minutes,16
1570,Cancelled,20 minutes,169
1571,Completed,35 minutes,120
1572,Cancelled,45 minutes,420
1573,Completed,12 minutes,330
1574,Cancelled,58 minutes,440
1575,Completed,39 minutes,449
1576,Cancelled,52 minutes,231
1577,Cancelled,49 minutes,493
1578,Pending,32 minutes,187
1579,Completed,59 minutes,406
1580,Completed,36 minutes,187
1581,Completed,40 minutes,446
1582,Completed,56 minutes,349
1583,Cancelled,50 minutes,413
1584,Cancelled,56 minutes,456
1585,Cancelled,34 minutes,392
1586,Cancelled,10 minutes,342
1587,Completed,49 minutes,384
1588,Pending,36 minutes,388
1589,Pending,20 minutes,79
1590,Cancelled,37 minutes,196
1591,Pending,57 minutes,369
1592,Cancelled,57 minutes,110
1593,Pending,14 minutes,359
1594,Completed,46 minutes,2
1595,Pending,57 minutes,95
1596,Completed,19 minutes,129
1597,Completed,35 minutes,132
1598,Cancelled,51 minutes,216
1599,Pending,44 minutes,373
1600,Pending,41 minutes,238
1601,Completed,26 minutes,310
1602,Pending,26 minutes,130
1603,Cancelled,28 minutes,193
1604,Cancelled,42 minutes,12
1605,Pending,51 minutes,264
1606,Cancelled,22 minutes,217
1607,Pending,56 minutes,336
1608,Pending,56 minutes,19
1609,Completed,36 minutes,285
1610,Completed,27 minutes,365
1611,Completed,11 minutes,253
1612,Cancelled,34 minutes,486
1613,Cancelled,32 minutes,282
1614,Pending,43 minutes,228
1615,Cancelled,57 minutes,376
1616,Cancelled,40 minutes,297
1617,Completed,47 minutes,387
1618,Completed,48 minutes,183
1619,Completed,29 minutes,221
1620,Completed,24 minutes,50
1621,Completed,60 minutes,311
1622,Pending,50 minutes,66
1623,Pending,30 minutes,434
1624,Pending,54 minutes,80
1625,Pending,60 minutes,490
1626,Pending,41 minutes,175
1627,Cancelled,43 minutes,371
1628,Completed,59 minutes,23
1629,Pending,42 minutes,136
1630,Pending,44 minutes,333
1631,Cancelled,16 minutes,158
1632,Completed,42 minutes,72
1633,Completed,14 minutes,479
1634,Pending,22 minutes,23
1635,Completed,41 minutes,242
1636,Completed,46 minutes,269
1637,Completed,18 minutes,322
1638,Pending,46 minutes,70
1639,Cancelled,26 minutes,42
1640,Pending,32 minutes,472
1641,Completed,39 minutes,468
1642,Pending,12 minutes,169
1643,Completed,16 minutes,320
1644,Cancelled,17 minutes,157
1645,Cancelled,29 minutes,298
1646,Pending,21 minutes,395
1647,Completed,52 minutes,387
1648,Pending,35 minutes,208
1649,Cancelled,23 minutes,47
1650,Pending,27 minutes,484
1651,Pending,37 minutes,343
1652,Pending,34 minutes,75
1653,Pending,23 minutes,391
1654,Pending,50 minutes,395
1655,Completed,27 minutes,37
1656,Completed,39 minutes,165
1657,Pending,28 minutes,410
1658,Pending,31 minutes,126
1659,Completed,39 minutes,500
1660,Completed,55 minutes,175
1661,Completed,41 minutes,80
1662,Completed,44 minutes,301
1663,Cancelled,38 minutes,374
1664,Pending,21 minutes,45
1665,Cancelled,30 minutes,84
1666,Pending,32 minutes,340
1667,Cancelled,17 minutes,58
1668,Pending,30 minutes,389
1669,Pending,29 minutes,171
1670,Completed,22 minutes,338
1671,Cancelled,29 minutes,328
1672,Completed,20 minutes,435
1673,Cancelled,20 minutes,244
1674,Completed,15 minutes,366
1675,Cancelled,26 minutes,460
1676,Cancelled,16 minutes,27
1677,Pending,57 minutes,46
1678,Pending,39 minutes,249
1679,Cancelled,19 minutes,362
1680,Completed,13 minutes,472
1681,Completed,19 minutes,324
1682,Completed,35 minutes,312
1683,Completed,28 minutes,42
1684,Cancelled,47 minutes,52
1685,Completed,57 minutes,461
1686,Pending,35 minutes,462
1687,Completed,43 minutes,232
1688,Cancelled,27 minutes,392
1689,Pending,50 minutes,90
1690,Cancelled,35 minutes,134
1691,Completed,20 minutes,423
1692,Cancelled,15 minutes,109
1693,Cancelled,43 minutes,419
1694,Pending,53 minutes,377
1695,Pending,52 minutes,428
1696,Completed,31 minutes,265
1697,Pending,60 minutes,155
1698,Pending,13 minutes,72
1699,Pending,21 minutes,256
1700,Completed,24 minutes,34
1701,Completed,58 minutes,226
1702,Pending,16 minutes,185
1703,Completed,17 minutes,166
1704,Completed,22 minutes,122
1705,Cancelled,45 minutes,162
1706,Cancelled,41 minutes,441
1707,Pending,47 minutes,499
1708,Cancelled,40 minutes,462
1709,Cancelled,52 minutes,450
1710,Pending,59 minutes,152
1711,Completed,49 minutes,351
1712,Cancelled,21 minutes,140
1713,Completed,42 minutes,281
1714,Cancelled,17 minutes,160
1715,Pending,21 minutes,57
1716,Completed,39 minutes,272
1717,Cancelled,45 minutes,314
1718,Cancelled,44 minutes,378
1719,Cancelled,34 minutes,446
1720,Pending,30 minutes,312
1721,Pending,24 minutes,170
1722,Pending,19 minutes,267
1723,Cancelled,57 minutes,433
1724,Completed,57 minutes,247
1725,Completed,10 minutes,44
1726,Cancelled,11 minutes,437
1727,Completed,58 minutes,447
1728,Completed,13 minutes,165
1729,Pending,52 minutes,100
1730,Completed,53 minutes,25
1731,Completed,56 minutes,91
1732,Pending,34 minutes,333
1733,Cancelled,49 minutes,348
1734,Pending,36 minutes,108
1735,Pending,56 minutes,21
1736,Cancelled,57 minutes,115
1737,Cancelled,10 minutes,454
1738,Pending,57 minutes,6
1739,Pending,19 minutes,398
1740,Completed,14 minutes,297
1741,Cancelled,18 minutes,477
1742,Pending,58 minutes,144
1743,Pending,59 minutes,454
1744,Pending,31 minutes,269
1745,Pending,41 minutes,169
1746,Pending,43 minutes,446
1747,Pending,38 minutes,406
1748,Cancelled,31 minutes,206
1749,Cancelled,31 minutes,477
1750,Pending,58 minutes,144
1751,Cancelled,10 minutes,110
1752,Cancelled,39 minutes,386
1753,Pending,35 minutes,220
1754,Cancelled,57 minutes,424
1755,Cancelled,18 minutes,471
1756,Completed,40 minutes,98
1757,Completed,49 minutes,482
1758,Completed,14 minutes,446
1759,Pending,42 minutes,431
1760,Cancelled,20 minutes,301
1761,Completed,52 minutes,249
1762,Completed,40 minutes,480
1763,Completed,37 minutes,496
1764,Completed,17 minutes,432
1765,Completed,43 minutes,20
1766,Cancelled,57 minutes,47
1767,Cancelled,56 minutes,49
1768,Cancelled,18 minutes,76
1769,Cancelled,23 minutes,331
1770,Pending,33 minutes,52
1771,Completed,34 minutes,251
1772,Completed,31 minutes,294
1773,Cancelled,23 minutes,311
1774,Completed,58 minutes,306
1775,Cancelled,38 minutes,309
1776,Pending,16 minutes,72
1777,Pending,16 minutes,384
1778,Completed,55 minutes,67
1779,Completed,54 minutes,137
1780,Pending,60 minutes,347
1781,Pending,20 minutes,229
1782,Cancelled,31 minutes,280
1783,Completed,58 minutes,47
1784,Pending,10 minutes,32
1785,Completed,31 minutes,223
1786,Completed,31 minutes,475
1787,Pending,47 minutes,64
1788,Pending,14 minutes,247
1789,Cancelled,41 minutes,153
1790,Completed,34 minutes,447
1791,Cancelled,13 minutes,177
1792,Pending,20 minutes,46
1793,Cancelled,27 minutes,484
1794,Pending,10 minutes,406
1795,Cancelled,50 minutes,82
1796,Completed,57 minutes,286
1797,Cancelled,31 minutes,349
1798,Cancelled,39 minutes,433
1799,Cancelled,14 minutes,406
1800,Pending,27 minutes,240
1801,Pending,11 minutes,208
1802,Completed,39 minutes,416
1803,Completed,18 minutes,414
1804,Pending,31 minutes,153
1805,Cancelled,19 minutes,251
1806,Pending,10 minutes,312
1807,Pending,19 minutes,213
1808,Completed,29 minutes,436
1809,Completed,46 minutes,414
1810,Completed,15 minutes,216
1811,Cancelled,38 minutes,446
1812,Cancelled,51 minutes,399
1813,Completed,36 minutes,421
1814,Pending,18 minutes,355
1815,Cancelled,33 minutes,303
1816,Completed,15 minutes,48
1817,Completed,17 minutes,104
1818,Pending,55 minutes,497
1819,Cancelled,22 minutes,15
1820,Pending,31 minutes,136
1821,Pending,47 minutes,130
1822,Pending,43 minutes,384
1823,Completed,29 minutes,448
1824,Pending,37 minutes,467
1825,Completed,58 minutes,378
1826,Cancelled,40 minutes,8
1827,Cancelled,48 minutes,374
1828,Pending,55 minutes,410
1829,Pending,23 minutes,489
1830,Cancelled,32 minutes,151
1831,Completed,21 minutes,372
1832,Cancelled,27 minutes,103
1833,Completed,32 minutes,377
1834,Pending,19 minutes,155
1835,Pending,55 minutes,319
1836,Completed,35 minutes,15
1837,Cancelled,14 minutes,422
1838,Completed,34 minutes,211
1839,Completed,14 minutes,347
1840,Cancelled,25 minutes,275
1841,Completed,23 minutes,166
1842,Cancelled,38 minutes,286
1843,Cancelled,48 minutes,407
1844,Completed,59 minutes,87
1845,Completed,59 minutes,311
1846,Cancelled,48 minutes,25
1847,Pending,59 minutes,134
1848,Completed,44 minutes,32
1849,Pending,14 minutes,9
