order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
1166,2968,52,Economy,2024-09-10,14:20:00,Completed,340.19
1167,2196,41,Mrs,2025-02-20,13:50:00,Completed,423.59
1168,1258,84,Accept,2024-11-17,17:09:00,Pending,194.36
1169,3632,64,Baby,2024-03-01,17:02:00,Pending,125.35
1170,2232,97,Hear,2025-04-15,19:34:00,Cancelled,380.61
1171,55,5,Together,2025-01-27,15:13:00,Completed,250.48
1172,1052,92,Hospital,2024-03-16,21:18:00,Cancelled,176.29
1173,3951,66,Return,2023-10-26,16:00:00,Completed,588.82
1174,4135,4,Suggest,2023-08-18,12:15:00,Pending,516.39
1175,4574,1,Performance,2023-10-07,14:00:00,Cancelled,118.2
1176,3547,88,Realize,2025-02-09,19:31:00,Completed,264.71
1177,3194,9,Model,2025-01-14,15:23:00,Completed,166.5
1178,4684,88,Democratic,2024-08-20,10:33:00,Pending,390.14
1179,4175,83,Young,2023-07-13,13:43:00,Cancelled,110.98
1180,4439,58,Even,2023-06-23,14:04:00,Pending,112.08
1181,4875,86,Thought,2024-03-26,15:40:00,Pending,250.94
1182,4994,75,Character,2024-04-18,14:10:00,Pending,589.35
1183,1443,12,Bill,2025-04-29,19:19:00,Completed,439.18
1184,2531,92,Leader,2024-04-11,18:33:00,Cancelled,208.61
1185,3607,71,Commercial,2024-02-03,19:33:00,Completed,112.39
1186,2499,23,Here,2024-10-30,11:58:00,Pending,324.65
1187,574,16,Finally,2024-09-16,15:13:00,Completed,490.35
1188,1652,79,Free,2024-11-07,15:00:00,Completed,122.11
1189,2060,17,Upon,2024-09-12,17:42:00,Completed,455.64
1190,4982,10,Interesting,2024-06-10,17:20:00,Cancelled,100.82
1191,2735,1,Low,2023-12-10,19:06:00,Pending,259.58
1192,1561,90,Suggest,2024-08-06,18:29:00,Pending,458.19
1193,3299,49,Deep,2023-07-19,20:58:00,Pending,145.57
1194,407,95,Seven,2024-11-06,20:19:00,Pending,590.33
1195,66,75,Number,2023-09-26,17:40:00,Completed,458.28
1196,3722,85,Month,2024-12-12,14:04:00,Cancelled,284.13
1197,4066,95,Perform,2024-11-17,13:46:00,Cancelled,402.39
1198,474,6,Enter,2024-10-12,15:48:00,Completed,125.81
1199,3444,64,Cold,2023-05-28,10:49:00,Completed,445.42
1200,2495,19,Human,2023-07-20,12:14:00,Pending,450.79
1201,668,99,President,2024-10-12,11:50:00,Pending,425.02
1202,4736,45,Fish,2024-07-22,21:28:00,Cancelled,138.0
1203,4479,84,Month,2024-05-25,13:35:00,Cancelled,533.07
1204,3565,19,Teacher,2024-01-05,10:37:00,Pending,104.96
1205,3625,12,Impact,2024-03-16,17:12:00,Cancelled,391.47
1206,144,53,Become,2024-09-14,21:02:00,Completed,213.45
1207,2676,6,History,2024-01-26,16:20:00,Completed,370.43
1208,1751,44,Value,2024-03-20,18:22:00,Pending,586.5
1209,1194,28,Fire,2025-03-16,15:05:00,Cancelled,378.82
1210,4116,87,Goal,2024-07-04,14:25:00,Completed,285.3
1211,3723,71,Bad,2023-06-14,14:30:00,Cancelled,138.67
1212,2336,91,Far,2023-09-02,12:07:00,Pending,555.68
1213,100,10,Live,2024-06-07,17:16:00,Cancelled,184.47
1214,2721,59,Later,2024-10-20,18:09:00,Cancelled,591.36
1215,2053,24,Any,2024-10-23,19:44:00,Cancelled,426.25
1216,296,18,Development,2024-04-23,16:21:00,Completed,275.55
1217,4162,40,Read,2023-09-22,13:11:00,Cancelled,438.42
1218,2680,21,Word,2024-03-13,19:58:00,Completed,530.41
1219,4883,76,Grow,2025-01-31,20:42:00,Cancelled,175.27
1220,3761,37,Like,2024-01-03,20:11:00,Pending,517.49
1221,3451,92,Article,2025-01-18,13:01:00,Pending,478.25
1222,4868,97,Good,2023-09-25,16:45:00,Completed,144.82
1223,4391,80,Will,2024-07-29,13:00:00,Cancelled,114.56
1224,2081,31,Evening,2024-08-12,15:29:00,Pending,462.21
1225,128,42,Can,2023-07-10,15:43:00,Completed,109.08
1226,4514,53,Each,2024-12-10,19:23:00,Cancelled,113.24
1227,4643,68,According,2024-04-20,13:35:00,Completed,461.88
1228,4324,49,West,2023-11-25,18:05:00,Cancelled,242.51
1229,420,15,Deal,2023-10-27,18:28:00,Cancelled,565.27
1230,323,22,Protect,2023-10-27,12:06:00,Cancelled,363.37
1231,3771,99,Surface,2023-10-28,15:18:00,Completed,428.66
1232,2873,45,Daughter,2024-09-10,16:29:00,Pending,289.47
1233,2019,61,Its,2023-06-09,14:11:00,Cancelled,544.75
1234,4356,95,Evening,2024-07-13,21:41:00,Cancelled,305.85
1235,1404,16,Life,2024-01-03,11:29:00,Cancelled,107.62
1236,4153,88,Food,2023-11-19,13:33:00,Cancelled,365.93
1237,952,76,Common,2024-09-22,14:02:00,Cancelled,392.56
1238,3225,9,Area,2023-09-17,21:21:00,Pending,509.79
1239,1741,16,Tree,2023-12-13,11:51:00,Pending,495.0
1240,4163,90,Huge,2024-11-29,10:28:00,Completed,340.74
1241,4989,43,Simply,2024-07-20,15:40:00,Pending,397.69
1242,4841,42,Many,2023-12-22,12:31:00,Cancelled,350.21
1243,1491,90,Grow,2024-01-29,21:19:00,Completed,462.94
1244,4853,61,Far,2023-10-20,14:51:00,Completed,459.27
1245,3241,29,Tax,2023-06-09,15:20:00,Cancelled,359.18
1246,1059,86,Claim,2024-01-21,10:03:00,Completed,556.85
1247,2811,7,Pass,2023-07-24,14:35:00,Cancelled,473.26
1248,3265,85,Laugh,2023-09-18,19:38:00,Cancelled,448.36
1249,2492,96,Skill,2024-02-25,18:07:00,Completed,467.17
1250,2662,61,Very,2025-01-15,13:46:00,Completed,385.02
1251,903,100,After,2024-11-08,18:34:00,Completed,280.61
1252,2177,71,Letter,2023-09-20,20:31:00,Completed,237.91
1253,3154,22,Rule,2023-05-24,12:38:00,Cancelled,427.85
1254,3354,47,Yourself,2024-10-11,18:04:00,Cancelled,135.59
1255,1596,24,If,2025-04-06,14:54:00,Cancelled,295.03
1256,4772,69,Some,2024-08-05,17:43:00,Completed,268.2
1257,3128,60,Building,2025-03-18,16:17:00,Completed,599.6
1258,4635,72,Hair,2024-09-25,21:03:00,Cancelled,322.29
1259,4559,89,Computer,2024-02-04,15:57:00,Pending,143.89
1260,1139,78,Price,2025-03-14,16:00:00,Completed,422.08
1261,2271,44,Population,2024-06-11,12:17:00,Pending,448.83
1262,334,59,Stage,2023-07-06,14:45:00,Completed,530.83
1263,3122,79,Over,2023-12-26,13:13:00,Cancelled,181.26
1264,2480,82,Property,2024-01-19,12:43:00,Pending,224.41
1265,768,87,Campaign,2024-12-02,16:05:00,Completed,367.47
1266,1561,62,Not,2024-09-02,16:25:00,Completed,469.9
1267,243,9,Base,2024-09-20,14:02:00,Cancelled,119.5
1268,3713,71,Investment,2024-07-08,19:03:00,Cancelled,297.91
1269,665,24,Month,2023-07-31,21:06:00,Cancelled,446.81
1270,1802,20,Million,2023-09-23,14:32:00,Pending,509.32
1271,522,88,Challenge,2025-03-07,20:04:00,Completed,591.6
1272,80,30,Now,2024-02-19,14:44:00,Cancelled,221.58
1273,3396,88,Behind,2023-09-12,12:53:00,Pending,243.71
1274,2157,33,Hit,2024-06-15,13:36:00,Completed,394.91
1275,4040,13,Door,2024-11-18,10:29:00,Cancelled,584.02
1276,2818,82,Attack,2024-07-17,18:36:00,Completed,586.01
1277,310,77,Somebody,2023-09-24,19:16:00,Cancelled,287.35
1278,1889,40,Item,2024-04-11,12:45:00,Pending,170.71
1279,1557,30,Focus,2024-10-16,13:39:00,Pending,167.07
1280,4598,99,Letter,2025-02-19,10:24:00,Completed,196.38
1281,4747,6,Hear,2025-05-07,15:23:00,Cancelled,594.31
1282,2420,91,Big,2023-12-16,10:07:00,Cancelled,411.68
1283,3803,9,Sing,2024-01-28,12:01:00,Cancelled,157.43
1284,158,74,Dream,2023-09-30,10:45:00,Pending,222.17
1285,2248,63,Foreign,2025-01-26,14:07:00,Completed,497.83
1286,1513,15,Camera,2024-10-04,17:22:00,Pending,430.41
1287,3853,90,Thought,2023-12-10,11:57:00,Cancelled,307.96
1288,2135,8,Around,2023-12-26,13:13:00,Cancelled,213.43
1289,4715,75,However,2024-08-07,19:56:00,Pending,321.22
1290,3678,16,They,2024-12-13,17:05:00,Pending,139.33
1291,2237,7,Television,2025-05-09,18:47:00,Completed,286.46
1292,113,49,Current,2024-07-01,17:34:00,Completed,281.18
1293,2089,3,Weight,2025-01-31,11:13:00,Cancelled,492.47
1294,460,64,Cut,2025-02-27,16:24:00,Completed,132.77
1295,831,44,Off,2024-01-22,21:30:00,Cancelled,595.58
1296,413,52,History,2023-08-12,16:03:00,Pending,413.77
1297,94,61,Those,2024-08-01,15:45:00,Completed,551.83
1298,3052,92,Nation,2024-11-24,19:48:00,Completed,133.7
1299,816,81,Hard,2023-10-24,18:54:00,Completed,383.57
1300,4925,21,Out,2024-10-15,17:35:00,Pending,195.93
1301,611,62,Need,2024-10-13,19:57:00,Pending,586.29
1302,2143,55,Popular,2023-10-25,19:06:00,Cancelled,435.18
1303,2688,70,Feeling,2023-09-02,18:08:00,Pending,483.44
1304,4485,84,Indicate,2024-02-20,10:32:00,Pending,489.49
1305,4300,48,Cup,2023-10-02,17:29:00,Completed,367.04
1306,1241,79,Environmental,2023-06-01,16:46:00,Cancelled,154.67
1307,4344,52,Energy,2025-04-24,18:52:00,Pending,383.76
1308,2573,14,This,2024-01-27,13:37:00,Pending,154.06
1309,4236,34,Radio,2024-08-20,13:33:00,Pending,183.17
1310,956,73,Choice,2023-08-02,11:00:00,Completed,267.48
1311,4274,73,Citizen,2023-12-21,14:07:00,Completed,441.57
1312,3121,93,Agree,2023-12-05,21:16:00,Completed,385.0
1313,441,1,Small,2024-06-29,10:05:00,Pending,566.39
1314,3124,70,Return,2023-10-30,10:32:00,Pending,575.94
1315,2004,94,Guess,2024-02-12,10:28:00,Completed,156.61
1316,382,41,Commercial,2024-06-30,15:49:00,Cancelled,252.55
1317,736,50,Hair,2025-03-05,13:01:00,Completed,427.65
1318,2000,53,Single,2023-08-06,15:44:00,Pending,486.17
1319,2331,27,Pay,2024-02-09,20:35:00,Completed,288.45
1320,4715,79,Around,2024-02-09,21:29:00,Cancelled,487.93
1321,2433,61,Effort,2024-09-14,11:06:00,Pending,261.33
1322,1997,73,Occur,2024-12-25,16:17:00,Completed,113.38
1323,755,4,Quality,2024-10-19,13:01:00,Pending,408.09
1324,1195,65,Just,2024-08-18,13:01:00,Pending,179.99
1325,4306,32,Religious,2023-06-10,16:02:00,Completed,444.18
1326,711,47,Billion,2023-10-24,19:46:00,Cancelled,265.89
1327,1122,67,View,2024-09-07,14:19:00,Completed,456.03
1328,3173,25,Other,2024-04-23,11:31:00,Pending,537.81
1329,2907,2,Make,2025-04-24,13:11:00,Cancelled,307.76
1330,503,96,Raise,2023-12-26,13:34:00,Cancelled,116.84
1331,3639,23,Moment,2023-07-23,11:02:00,Cancelled,362.72
1332,3070,6,Require,2023-05-14,19:17:00,Cancelled,166.13
1333,4150,35,Sell,2024-09-15,10:10:00,Pending,475.77
1334,2633,31,Cup,2023-07-19,21:11:00,Pending,474.09
1335,4108,87,Travel,2023-06-22,18:08:00,Completed,278.7
1336,2307,27,Light,2024-03-07,12:44:00,Completed,399.14
1337,2496,34,Information,2024-01-17,12:43:00,Completed,308.53
1338,3797,12,Night,2023-08-19,16:49:00,Cancelled,564.55
1339,1421,44,Forward,2023-08-23,17:41:00,Cancelled,484.12
1340,2598,50,Sign,2023-06-11,19:02:00,Completed,130.24
1341,2339,92,Amount,2024-04-19,16:21:00,Pending,519.38
1342,933,93,Center,2024-08-15,20:58:00,Cancelled,251.19
1343,4549,83,Early,2023-06-24,15:02:00,Pending,380.66
1344,4420,87,Weight,2025-04-14,15:19:00,Pending,272.17
1345,2584,4,Picture,2023-12-25,18:21:00,Pending,451.52
1346,2876,65,Look,2025-04-22,13:32:00,Completed,262.49
1347,4079,65,Listen,2024-11-23,19:53:00,Cancelled,349.05
1348,1555,3,Clear,2023-10-30,10:49:00,Completed,332.43
1349,3169,83,First,2024-09-07,16:50:00,Completed,150.83
1350,1505,43,Build,2024-06-20,14:19:00,Completed,182.85
1351,4837,2,Management,2024-01-11,16:27:00,Pending,498.36
1352,1640,16,Size,2023-10-27,10:46:00,Pending,370.84
1353,56,9,Assume,2023-11-21,10:14:00,Completed,157.02
1354,890,80,Him,2024-06-09,17:44:00,Pending,204.07
1355,3607,70,Lose,2023-06-27,15:27:00,Completed,379.79
1356,2262,6,Body,2023-08-03,10:35:00,Cancelled,108.85
1357,4716,44,Country,2025-02-24,18:28:00,Cancelled,501.97
1358,402,93,Fill,2023-12-16,19:43:00,Cancelled,235.16
1359,2966,90,Voice,2024-10-04,13:40:00,Pending,560.2
1360,4002,5,Easy,2024-03-16,21:51:00,Completed,551.98
1361,4102,88,Surface,2023-12-12,13:07:00,Completed,140.48
1362,4752,73,Occur,2024-03-19,18:34:00,Completed,427.51
1363,1444,42,Development,2024-08-05,10:18:00,Cancelled,151.37
1364,1951,11,Forget,2024-05-20,15:36:00,Pending,165.05
1365,2883,56,Thank,2023-11-02,17:28:00,Pending,281.0
1366,196,89,Majority,2023-07-05,10:34:00,Completed,136.52
1367,4532,31,Free,2024-07-17,11:46:00,Completed,499.08
1368,1026,70,Bar,2025-01-20,18:06:00,Pending,293.71
1369,1695,39,Pick,2023-10-10,11:27:00,Completed,353.12
1370,1502,13,Wonder,2023-09-22,19:29:00,Pending,381.03
1371,2828,8,Rich,2023-09-10,18:55:00,Cancelled,332.86
1372,4380,68,Deal,2023-05-21,20:48:00,Cancelled,539.04
1373,3637,44,Home,2024-03-12,21:56:00,Completed,210.69
1374,96,95,Floor,2023-09-26,20:10:00,Completed,433.73
1375,3375,64,Until,2024-12-31,21:16:00,Completed,536.81
1376,3799,42,Represent,2024-09-20,13:31:00,Cancelled,437.12
1377,584,81,View,2025-01-02,11:24:00,Pending,266.66
1378,3002,50,Main,2023-08-16,14:05:00,Cancelled,224.85
1379,3574,8,Star,2025-01-30,21:49:00,Cancelled,289.99
1380,746,75,Style,2023-07-16,12:45:00,Pending,312.21
1381,3707,28,Cut,2024-10-15,12:40:00,Cancelled,391.13
1382,800,20,Interview,2025-04-02,17:27:00,Cancelled,536.19
1383,1014,14,General,2024-11-02,20:57:00,Pending,339.71
1384,4179,14,Body,2025-03-07,10:28:00,Cancelled,551.71
1385,1221,24,Say,2023-09-19,14:10:00,Pending,323.13
1386,4846,89,Eye,2024-09-08,13:48:00,Completed,396.97
1387,3251,38,East,2024-10-30,21:36:00,Pending,547.3
1388,1056,59,Democratic,2024-03-31,20:25:00,Completed,364.93
1389,1534,92,Somebody,2025-02-08,19:32:00,Completed,131.52
1390,4448,22,Scene,2024-08-21,10:50:00,Pending,481.03
1391,3997,40,Interview,2024-11-13,13:46:00,Cancelled,560.04
1392,2296,52,Fly,2024-03-07,11:30:00,Cancelled,414.38
1393,2159,49,Dark,2024-05-07,18:09:00,Completed,142.05
1394,240,11,Build,2025-02-20,19:37:00,Pending,377.89
1395,2776,7,Positive,2024-10-04,17:24:00,Cancelled,400.17
1396,1539,66,Happen,2024-06-01,13:26:00,Completed,587.5
1397,1991,7,Which,2025-04-04,17:14:00,Cancelled,407.32
1398,4715,29,Easy,2024-11-24,13:26:00,Completed,551.38
1399,979,48,Skin,2024-09-07,14:08:00,Pending,535.33
1400,4340,90,Sell,2024-02-19,11:08:00,Completed,574.52
1401,235,15,Subject,2024-09-22,10:22:00,Pending,370.06
1402,4381,68,Accept,2024-04-27,10:09:00,Cancelled,246.01
1403,4613,37,Bad,2025-03-20,20:33:00,Completed,173.46
1404,2603,27,Someone,2024-08-10,10:22:00,Completed,211.66
1405,2701,39,On,2024-09-08,15:01:00,Cancelled,397.37
1406,4497,50,Expect,2024-09-04,10:06:00,Cancelled,419.21
1407,2847,93,Exist,2023-07-24,19:50:00,Completed,289.78
1408,1282,25,Appear,2024-07-05,14:34:00,Pending,467.62
1409,2304,36,Public,2024-03-17,13:53:00,Pending,470.53
1410,4997,65,Space,2024-02-03,15:16:00,Cancelled,421.51
1411,608,58,Finish,2024-02-26,10:29:00,Completed,511.74
1412,3827,98,Beyond,2024-09-01,12:39:00,Cancelled,571.7
1413,3047,72,Begin,2024-10-11,17:54:00,Completed,120.44
1414,4014,92,Talk,2024-01-31,20:26:00,Cancelled,245.13
1415,1415,95,American,2024-12-11,14:42:00,Completed,256.66
1416,4325,100,Difference,2023-12-21,15:54:00,Pending,509.76
1417,1775,85,Everybody,2024-08-17,15:13:00,Cancelled,255.07
1418,1560,58,Structure,2023-06-19,18:32:00,Completed,118.64
1419,2186,50,Evening,2023-06-10,16:55:00,Cancelled,599.39
1420,1014,4,Thank,2023-05-14,20:13:00,Cancelled,575.1
1421,830,65,They,2023-07-22,21:59:00,Completed,344.9
1422,4022,12,Brother,2024-10-19,21:47:00,Completed,238.67
1423,1075,39,Claim,2023-07-29,19:04:00,Completed,129.65
1424,2177,94,Issue,2023-06-13,11:12:00,Completed,555.9
1425,3962,32,Them,2024-06-21,12:19:00,Cancelled,558.73
1426,2848,4,Firm,2024-05-21,15:38:00,Pending,468.41
1427,3971,31,Artist,2024-02-15,21:08:00,Cancelled,349.03
1428,4183,27,Everybody,2024-04-08,10:11:00,Completed,112.58
1429,4506,32,Heart,2024-05-24,11:01:00,Completed,543.01
1430,2318,96,Concern,2023-08-21,17:45:00,Completed,402.62
1431,1679,48,Air,2023-09-01,15:17:00,Pending,546.05
1432,3670,2,Half,2023-10-02,10:08:00,Cancelled,469.4
1433,3277,85,Many,2024-12-09,10:03:00,Cancelled,399.91
1434,4635,22,Five,2023-05-22,21:03:00,Cancelled,125.95
1435,2540,18,Peace,2023-12-22,20:06:00,Completed,309.38
1436,4832,84,Reveal,2024-07-30,19:25:00,Pending,512.18
1437,3106,21,Second,2024-03-14,11:15:00,Pending,211.81
1438,1257,7,Beyond,2024-01-31,20:10:00,Pending,471.88
1439,758,96,Republican,2024-05-01,16:24:00,Completed,295.8
1440,3765,72,Bag,2023-10-20,11:12:00,Pending,432.96
1441,171,33,Argue,2025-03-22,11:52:00,Pending,316.27
1442,4865,88,Who,2024-10-29,17:11:00,Completed,514.92
1443,1372,56,Analysis,2023-08-26,11:29:00,Cancelled,134.69
1444,3752,6,Again,2024-04-20,16:45:00,Cancelled,286.59
1445,392,51,Sea,2024-06-08,14:16:00,Completed,544.53
1446,1908,35,Population,2023-09-22,18:47:00,Completed,383.82
1447,95,7,Authority,2024-11-04,15:27:00,Completed,115.14
1448,3181,57,Citizen,2025-02-08,17:27:00,Pending,390.24
1449,2671,91,Officer,2023-05-30,14:40:00,Cancelled,590.83
1450,2390,36,Subject,2023-12-30,18:49:00,Completed,247.23
1451,1660,64,Section,2023-12-14,14:32:00,Completed,158.06
1452,1834,81,Can,2025-02-06,10:34:00,Completed,513.82
1453,2571,8,Wait,2024-02-21,16:40:00,Pending,252.48
1454,3677,37,You,2024-11-27,14:02:00,Completed,590.35
1455,1577,22,Catch,2025-04-18,19:05:00,Completed,382.6
1456,1404,63,Amount,2024-12-08,18:53:00,Pending,289.71
1457,3107,3,Page,2023-11-03,18:46:00,Completed,239.07
1458,3451,1,Least,2023-06-16,13:38:00,Completed,448.77
1459,2927,38,Physical,2024-08-15,19:37:00,Cancelled,235.2
1460,1894,26,Perform,2023-12-18,12:57:00,Pending,253.1
1461,2866,98,Letter,2024-05-07,10:32:00,Cancelled,354.09
1462,100,74,Budget,2024-05-24,17:50:00,Completed,165.86
1463,1040,51,See,2024-03-02,18:52:00,Pending,401.64
1464,4690,81,Would,2025-02-23,17:10:00,Completed,413.11
1465,2626,54,Better,2024-10-31,11:07:00,Completed,448.87
1466,979,8,Law,2024-11-17,12:49:00,Pending,309.44
1467,2596,96,Ground,2023-06-03,16:55:00,Pending,340.62
1468,1830,14,Ability,2025-01-11,10:09:00,Pending,322.45
1469,3247,50,Media,2024-04-12,13:16:00,Pending,265.23
1470,4877,90,Surface,2024-06-24,13:38:00,Cancelled,364.38
1471,3139,87,Whether,2024-04-21,16:35:00,Cancelled,566.17
1472,2679,71,Fine,2024-08-04,21:03:00,Completed,290.08
1473,4128,2,Himself,2024-09-01,10:03:00,Pending,172.63
1474,621,56,Eye,2024-06-11,10:36:00,Cancelled,375.96
1475,1776,69,Stop,2024-05-07,12:10:00,Cancelled,198.49
1476,3714,59,Month,2023-09-16,16:39:00,Pending,267.47
1477,2737,8,Identify,2023-10-29,20:43:00,Completed,144.68
1478,1411,49,Structure,2023-08-04,16:32:00,Pending,191.5
1479,857,21,Certain,2024-03-22,14:32:00,Cancelled,283.68
1480,1097,28,Act,2024-03-03,14:50:00,Completed,232.31
1481,2839,37,Traditional,2025-03-13,12:44:00,Completed,323.31
1482,901,28,Remain,2024-03-10,13:08:00,Pending,147.48
1483,3024,49,Condition,2023-08-05,18:48:00,Cancelled,120.58
1484,2056,18,Range,2023-07-21,11:48:00,Cancelled,581.13
1485,2821,37,Budget,2023-11-05,18:07:00,Cancelled,292.29
1486,2092,50,Bit,2023-10-25,13:50:00,Pending,411.53
1487,199,31,Protect,2023-12-30,11:38:00,Completed,283.83
1488,1854,26,If,2025-04-13,21:42:00,Cancelled,425.75
1489,2794,19,Amount,2024-09-01,14:21:00,Completed,417.33
1490,4506,28,Would,2024-02-01,10:41:00,Pending,489.0
1491,3424,5,Fund,2025-03-15,10:33:00,Pending,192.02
1492,892,94,Open,2024-10-20,16:51:00,Completed,444.4
1493,2655,51,Beat,2025-02-22,18:31:00,Pending,525.66
1494,4482,77,Security,2024-10-03,18:55:00,Pending,547.22
1495,1584,55,Quality,2024-01-14,14:59:00,Cancelled,446.77
1496,199,36,Too,2024-03-08,11:00:00,Cancelled,217.81
1497,274,86,Heavy,2023-10-14,19:15:00,Completed,474.4
1498,2874,98,Central,2023-08-29,10:05:00,Completed,148.47
1499,4921,58,Safe,2024-06-26,12:37:00,Pending,186.1
1500,3557,65,Past,2024-07-25,21:44:00,Cancelled,507.49
1501,525,37,Leave,2024-02-28,14:39:00,Cancelled,504.24
1502,2288,76,Glass,2023-09-04,13:16:00,Completed,391.34
1503,4883,84,Clearly,2024-11-07,18:46:00,Completed,514.88
1504,3232,51,Manage,2025-01-27,21:24:00,Cancelled,555.57
1505,3969,18,Him,2024-09-19,19:58:00,Completed,112.59
1506,3459,24,Score,2024-11-15,16:49:00,Cancelled,321.23
1507,4347,1,No,2024-02-09,16:37:00,Completed,482.93
1508,110,67,Exist,2024-11-03,12:19:00,Pending,578.0
1509,2376,67,Much,2025-03-11,14:47:00,Cancelled,259.16
1510,1004,62,Agree,2025-01-27,19:18:00,Pending,547.68
1511,2190,34,Staff,2023-10-11,15:57:00,Pending,130.2
1512,2918,64,Possible,2024-06-19,15:19:00,Cancelled,238.82
1513,1940,62,Ability,2023-09-29,12:31:00,Completed,226.83
1514,4911,16,Issue,2024-03-11,13:07:00,Pending,116.14
1515,3542,36,Become,2024-05-21,14:41:00,Cancelled,270.72
1516,712,10,Where,2024-03-07,15:56:00,Pending,337.64
1517,3714,36,Area,2024-10-25,19:15:00,Completed,585.75
1518,4203,65,Usually,2023-06-22,13:07:00,Completed,593.77
1519,480,28,Significant,2025-03-27,20:43:00,Completed,548.98
1520,813,71,Program,2023-05-21,10:21:00,Pending,232.43
1521,3949,57,Perhaps,2024-08-28,19:59:00,Cancelled,316.76
1522,1512,32,Her,2023-08-31,14:05:00,Pending,237.67
1523,3714,18,Hand,2024-04-21,14:58:00,Pending,472.5
1524,3204,12,City,2024-09-29,12:26:00,Pending,323.12
1525,3755,23,President,2024-08-07,18:40:00,Pending,140.27
1526,426,73,Research,2025-02-16,16:06:00,Pending,488.15
1527,4319,47,Everything,2024-05-24,19:06:00,Cancelled,429.76
1528,4217,17,Standard,2023-08-16,15:20:00,Cancelled,335.73
1529,1913,89,Most,2024-02-19,19:43:00,Cancelled,413.92
1530,1384,29,Training,2024-12-09,14:29:00,Pending,546.08
1531,3921,70,Budget,2025-04-02,11:24:00,Pending,553.08
1532,1718,90,Front,2023-09-20,10:01:00,Cancelled,197.98
1533,4510,15,Statement,2025-03-30,10:16:00,Cancelled,511.37
1534,2301,75,Prevent,2023-11-20,19:22:00,Pending,574.5
1535,549,75,Catch,2024-03-17,10:52:00,Cancelled,174.38
1536,4786,23,Scientist,2025-03-14,16:57:00,Pending,569.75
1537,4789,15,Analysis,2024-01-04,15:48:00,Cancelled,552.46
1538,3016,91,Camera,2024-02-19,10:06:00,Pending,342.07
1539,2051,56,Trade,2023-10-31,20:22:00,Completed,505.04
1540,3047,7,Wait,2023-11-15,15:02:00,Completed,196.93
1541,4402,2,Now,2024-09-28,13:48:00,Completed,214.4
1542,2887,40,Magazine,2025-04-14,17:03:00,Completed,300.07
1543,2579,72,Nor,2023-08-24,17:01:00,Cancelled,398.53
1544,1144,76,Training,2024-06-09,10:49:00,Cancelled,168.1
1545,2887,3,All,2024-06-13,11:40:00,Cancelled,350.64
1546,4103,14,Analysis,2023-06-22,13:20:00,Completed,161.64
1547,1974,93,Development,2023-11-28,12:31:00,Cancelled,287.74
1548,3425,31,Start,2024-12-08,12:20:00,Cancelled,547.18
1549,2310,83,Strong,2024-11-07,14:35:00,Cancelled,343.73
1550,878,16,Skin,2023-11-06,16:00:00,Pending,179.09
1551,3488,98,Difficult,2024-07-15,12:51:00,Cancelled,209.3
1552,3699,10,Catch,2024-11-01,19:57:00,Pending,256.32
1553,2523,84,Age,2023-07-10,12:19:00,Cancelled,228.31
1554,3129,3,Truth,2023-06-09,11:25:00,Cancelled,112.56
1555,3986,16,Develop,2025-04-02,17:36:00,Completed,476.04
1556,3920,74,Speak,2024-11-18,16:19:00,Completed,167.98
1557,3313,17,Through,2024-02-21,18:38:00,Cancelled,473.25
1558,3380,9,Again,2023-10-25,13:10:00,Completed,541.21
1559,2605,23,Like,2024-05-19,15:38:00,Pending,327.59
1560,4188,11,Share,2023-09-09,11:31:00,Completed,159.11
1561,868,6,In,2024-02-20,16:53:00,Completed,571.42
1562,853,16,Southern,2024-01-06,18:37:00,Pending,204.53
1563,4970,48,Federal,2025-01-01,16:12:00,Pending,261.45
1564,1945,39,Position,2024-10-23,20:58:00,Pending,432.69
1565,4389,48,Something,2024-02-11,20:49:00,Cancelled,416.15
1566,415,65,After,2023-10-04,18:09:00,Cancelled,357.73
1567,1522,82,Stuff,2023-11-12,15:38:00,Pending,375.13
1568,2409,41,Various,2024-08-15,16:53:00,Completed,585.75
1569,2738,70,You,2025-03-19,19:28:00,Completed,575.84
1570,4011,13,Because,2024-02-27,11:57:00,Pending,243.38
1571,4823,89,Late,2025-03-05,14:51:00,Cancelled,355.74
1572,141,25,Skin,2023-07-31,13:17:00,Completed,224.94
1573,412,43,Thousand,2023-12-18,11:24:00,Pending,336.58
1574,4582,90,Cell,2023-08-28,14:13:00,Cancelled,452.44
1575,2680,23,Color,2023-10-11,12:48:00,Cancelled,224.64
1576,680,31,Page,2024-09-06,12:39:00,Pending,453.43
1577,1111,8,Shake,2023-05-13,21:43:00,Pending,579.91
1578,4231,29,Similar,2023-12-07,20:20:00,Completed,464.9
1579,4535,49,Ball,2023-06-15,12:09:00,Cancelled,208.24
1580,3782,69,Price,2023-09-30,13:36:00,Cancelled,520.24
1581,2653,87,Loss,2025-01-23,13:35:00,Cancelled,582.33
1582,1132,22,Fear,2024-11-20,19:35:00,Completed,543.53
1583,2235,99,Watch,2023-12-08,15:28:00,Pending,275.84
1584,2088,90,Information,2024-02-24,11:39:00,Completed,575.36
1585,1947,12,We,2023-07-02,11:07:00,Pending,399.15
1586,4872,61,Region,2023-08-28,16:18:00,Pending,460.9
